/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2019): Late Maastrichtian-early Eocene bulk sediment stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.903507, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Kroon, Dick; Zachos, James C; ODP Leg 208 Shipboard Scientific Party (2007): Leg 208 synthesis: Cenozoic climate cycles and excursions. In: Kroon, D.; Zachos, J.C.; Richter, C. (eds.), Proceedings of the Ocean Drilling Program, 208 Scientific Results, Proceedings of the Ocean Drilling Program, 208, Ocean Drilling Program, 208, 1-55, https://doi.org/10.2973/odp.proc.sr.208.201.2007
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.49 m * MAXIMUM DEPTH, sediment/rock: 236.07 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mcd
	δ13C, bulk carbonate [‰ PDB] (δ13C bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	δ18O, bulk carbonate [‰ PDB] (δ18O bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	13088 data points
*/
Depth sed [m]	δ13C bulk carb [‰ PDB]	δ18O bulk carb [‰ PDB]	Age [ka BP]	Reference
117.07	0.873	-0.903	54043	Lourens et al. (2005)
117.07	0.890	-0.830	54043	Lourens et al. (2005)
117.08	0.841	-0.916	54043	Lourens et al. (2005)
117.08	0.827	-0.798	54044	Lourens et al. (2005)
117.09	0.790	-0.835	54044	Lourens et al. (2005)
117.09	0.858	-0.862	54045	Lourens et al. (2005)
117.10	0.762	-0.955	54045	Lourens et al. (2005)
117.10	0.679	-0.862	54046	Lourens et al. (2005)
117.11	0.645	-0.963	54046	Lourens et al. (2005)
117.11	0.624	-0.932	54047	Lourens et al. (2005)
117.12	0.753	-1.008	54047	Lourens et al. (2005)
117.12	0.893	-0.895	54047	Lourens et al. (2005)
117.13	0.766	-0.951	54048	Lourens et al. (2005)
117.13	0.730	-0.933	54048	Lourens et al. (2005)
117.14	0.716	-0.980	54049	Lourens et al. (2005)
117.14	0.687	-0.985	54049	Lourens et al. (2005)
117.15	0.691	-0.908	54050	Lourens et al. (2005)
117.15	0.832	-0.762	54050	Lourens et al. (2005)
117.16	0.623	-0.865	54051	Lourens et al. (2005)
117.16	0.560	-0.883	54051	Lourens et al. (2005)
117.17	0.634	-0.866	54051	Lourens et al. (2005)
117.17	0.655	-0.799	54052	Lourens et al. (2005)
117.18	0.621	-0.939	54052	Lourens et al. (2005)
117.18	0.738	-0.876	54053	Lourens et al. (2005)
117.19	0.920	-0.792	54053	Lourens et al. (2005)
117.19	0.823	-0.842	54054	Lourens et al. (2005)
117.20	1.042	-0.774	54054	Lourens et al. (2005)
117.20	0.968	-0.879	54054	Lourens et al. (2005)
117.21	1.250	-1.098	54055	Lourens et al. (2005)
117.21	1.455	-0.997	54055	Lourens et al. (2005)
117.22	1.421	-0.774	54056	Lourens et al. (2005)
117.22	1.295	-0.603	54056	Lourens et al. (2005)
117.23	1.136	-0.722	54056	Lourens et al. (2005)
117.23	1.134	-0.709	54057	Lourens et al. (2005)
117.24	1.349	-0.746	54057	Lourens et al. (2005)
117.24	1.375	-0.808	54058	Lourens et al. (2005)
117.25	1.300	-0.777	54058	Lourens et al. (2005)
117.25	1.340	-0.883	54058	Lourens et al. (2005)
117.26	1.314	-0.886	54059	Lourens et al. (2005)
117.26	1.335	-0.800	54059	Lourens et al. (2005)
117.27	1.320	-0.796	54059	Lourens et al. (2005)
117.27	1.311	-0.798	54060	Lourens et al. (2005)
117.28	1.510	-0.705	54060	Lourens et al. (2005)
117.28	1.356	-0.852	54061	Lourens et al. (2005)
117.29	1.354	-0.748	54061	Lourens et al. (2005)
117.29	1.348	-0.698	54061	Lourens et al. (2005)
117.30	1.322	-0.748	54062	Lourens et al. (2005)
117.30	1.372	-0.630	54062	Lourens et al. (2005)
117.31	1.383	-0.689	54063	Lourens et al. (2005)
117.31	1.403	-0.633	54063	Lourens et al. (2005)
117.32	1.406	-0.613	54063	Lourens et al. (2005)
117.32	1.403	-0.632	54064	Lourens et al. (2005)
117.33	1.385	-0.635	54064	Lourens et al. (2005)
117.33	1.469	-0.637	54065	Lourens et al. (2005)
117.34	1.464	-0.626	54065	Lourens et al. (2005)
117.34	1.579	-0.565	54065	Lourens et al. (2005)
117.35	1.526	-0.569	54066	Lourens et al. (2005)
117.35	1.529	-0.597	54066	Lourens et al. (2005)
117.36	1.590	-0.468	54067	Lourens et al. (2005)
117.37	1.577	-0.435	54068	Lourens et al. (2005)
117.38	1.518	-0.478	54069	Lourens et al. (2005)
117.39	1.454	-0.491	54069	Lourens et al. (2005)
117.40	1.537	-0.418	54070	Lourens et al. (2005)
117.41	1.548	-0.483	54071	Lourens et al. (2005)
117.42	1.494	-0.453	54072	Lourens et al. (2005)
117.43	1.530	-0.412	54073	Lourens et al. (2005)
117.44	1.514	-0.446	54073	Lourens et al. (2005)
117.45	1.488	-0.492	54074	Lourens et al. (2005)
117.46	1.500	-0.539	54075	Lourens et al. (2005)
117.47	1.468	-0.764	54076	Lourens et al. (2005)
117.48	1.504	-0.526	54077	Lourens et al. (2005)
117.49	1.460	-0.559	54077	Lourens et al. (2005)
117.50	1.505	-0.511	54078	Lourens et al. (2005)
117.51	1.465	-0.538	54079	Lourens et al. (2005)
117.52	1.484	-0.524	54080	Lourens et al. (2005)
117.53	1.496	-0.459	54080	Lourens et al. (2005)
117.54	1.544	-0.512	54081	Zachos et al. (2010)
117.55	1.500	-0.430	54082	Zachos et al. (2010)
117.61	1.560	-0.400	54087	Zachos et al. (2010)
117.64	1.620	-0.410	54089	Zachos et al. (2010)
117.67	1.620	-0.460	54091	Zachos et al. (2010)
117.70	1.670	-0.390	54094	Zachos et al. (2010)
117.73	1.700	-0.410	54096	Zachos et al. (2010)
117.76	1.590	-0.430	54098	Zachos et al. (2010)
117.79	1.540	-0.420	54101	Zachos et al. (2010)
117.82	1.530	-0.410	54103	Zachos et al. (2010)
117.85	1.550	-0.430	54105	Zachos et al. (2010)
117.88	1.456	-0.423	54108	Zachos et al. (2010)
117.91	1.490	-0.390	54110	Zachos et al. (2010)
117.94	1.490	-0.330	54112	Zachos et al. (2010)
117.97	1.520	-0.370	54115	Zachos et al. (2010)
118.00	1.480	-0.440	54117	Zachos et al. (2010)
118.03	1.430	-0.440	54119	Zachos et al. (2010)
118.06	1.389	-0.508	54122	Zachos et al. (2010)
118.09	1.504	-0.477	54124	Zachos et al. (2010)
118.12	1.592	-0.257	54127	Zachos et al. (2010)
118.15	1.576	-0.269	54129	Zachos et al. (2010)
118.18	1.282	-0.598	54131	Zachos et al. (2010)
118.21	1.306	-0.549	54134	Zachos et al. (2010)
118.24	1.369	-0.472	54136	Zachos et al. (2010)
118.27	1.421	-0.455	54138	Zachos et al. (2010)
118.30	1.441	-0.350	54141	Zachos et al. (2010)
118.33	1.443	-0.343	54143	Zachos et al. (2010)
118.36	1.357	-0.460	54145	Zachos et al. (2010)
118.39	1.405	-0.481	54148	Zachos et al. (2010)
118.42	1.401	-0.491	54150	Zachos et al. (2010)
118.45	1.399	-0.556	54152	Zachos et al. (2010)
118.48	1.446	-0.537	54155	Zachos et al. (2010)
118.51	1.523	-0.305	54157	Zachos et al. (2010)
118.54	1.534	-0.368	54159	Zachos et al. (2010)
118.57	1.463	-0.526	54162	Zachos et al. (2010)
118.60	1.419	-0.401	54164	Zachos et al. (2010)
118.63	1.455	-0.452	54166	Zachos et al. (2010)
118.66	1.500	-0.450	54169	Zachos et al. (2010)
118.69	1.561	-0.446	54171	Zachos et al. (2010)
118.72	1.546	-0.428	54173	Zachos et al. (2010)
118.75	1.574	-0.328	54176	Zachos et al. (2010)
118.78	1.531	-0.389	54176	Zachos et al. (2010)
118.81	1.492	-0.363	54176	Zachos et al. (2010)
118.84	1.527	-0.437	54183	Zachos et al. (2010)
118.87	1.480	-0.481	54185	Zachos et al. (2010)
118.90	1.503	-0.388	54188	Zachos et al. (2010)
118.93	1.451	-0.346	54190	Zachos et al. (2010)
118.96	1.514	-0.426	54192	Zachos et al. (2010)
118.99	1.534	-0.311	54195	Zachos et al. (2010)
119.02	1.521	-0.369	54197	Zachos et al. (2010)
119.05	1.546	-0.276	54200	Zachos et al. (2010)
119.08	1.572	-0.287	54202	Zachos et al. (2010)
119.11	1.582	-0.226	54205	Zachos et al. (2010)
119.14	1.580	-0.280	54207	Zachos et al. (2010)
119.17	1.535	-0.273	54209	Zachos et al. (2010)
119.20	1.529	-0.229	54212	Zachos et al. (2010)
119.23	1.491	-0.362	54214	Zachos et al. (2010)
119.26	1.445	-0.354	54217	Zachos et al. (2010)
119.29	1.442	-0.420	54219	Zachos et al. (2010)
119.32	1.455	-0.417	54219	Zachos et al. (2010)
119.35	1.451	-0.459	54224	Zachos et al. (2010)
119.38	1.515	-0.435	54227	Zachos et al. (2010)
119.41	1.514	-0.507	54229	Zachos et al. (2010)
119.44	1.496	-0.514	54231	Zachos et al. (2010)
119.47	1.484	-0.514	54234	Zachos et al. (2010)
119.50	1.502	-0.481	54236	Zachos et al. (2010)
119.53	1.520	-0.474	54238	Zachos et al. (2010)
119.56	1.550	-0.480	54240	Zachos et al. (2010)
119.59	1.552	-0.411	54243	Zachos et al. (2010)
119.62	1.576	-0.405	54245	Zachos et al. (2010)
119.65	1.563	-0.474	54247	Zachos et al. (2010)
119.68	1.594	-0.389	54249	Zachos et al. (2010)
119.71	1.616	-0.424	54251	Zachos et al. (2010)
119.74	1.595	-0.443	54254	Zachos et al. (2010)
119.77	1.566	-0.432	54256	Zachos et al. (2010)
119.80	1.550	-0.417	54258	Zachos et al. (2010)
119.83	1.579	-0.461	54260	Zachos et al. (2010)
119.86	1.528	-0.492	54262	Zachos et al. (2010)
119.89	1.497	-0.547	54265	Zachos et al. (2010)
119.92	1.489	-0.619	54267	Zachos et al. (2010)
119.95	1.413	-0.350	54269	Zachos et al. (2010)
119.98	1.515	-0.428	54271	Zachos et al. (2010)
120.01	1.504	-0.398	54273	Zachos et al. (2010)
120.04	1.539	-0.358	54276	Zachos et al. (2010)
120.07	1.507	-0.455	54278	Zachos et al. (2010)
120.10	1.518	-0.401	54280	Zachos et al. (2010)
120.13	1.504	-0.393	54282	Zachos et al. (2010)
120.16	1.483	-0.485	54284	Zachos et al. (2010)
120.19	1.431	-0.455	54287	Zachos et al. (2010)
120.22	1.398	-0.574	54289	Zachos et al. (2010)
120.25	1.461	-0.457	54291	Zachos et al. (2010)
120.28	1.505	-0.407	54293	Zachos et al. (2010)
120.31	1.520	-0.401	54296	Zachos et al. (2010)
120.34	1.481	-0.414	54298	Zachos et al. (2010)
120.37	1.417	-0.492	54300	Zachos et al. (2010)
120.40	1.385	-0.517	54303	Zachos et al. (2010)
120.43	1.343	-0.577	54306	Zachos et al. (2010)
120.46	1.326	-0.377	54309	Zachos et al. (2010)
120.49	1.348	-0.450	54313	Zachos et al. (2010)
120.52	1.373	-0.396	54317	Zachos et al. (2010)
120.55	1.477	-0.350	54320	Zachos et al. (2010)
120.58	1.508	-0.288	54324	Zachos et al. (2010)
120.61	1.537	-0.209	54328	Zachos et al. (2010)
120.64	1.382	-0.479	54331	Zachos et al. (2010)
120.67	1.403	-0.404	54335	Zachos et al. (2010)
120.70	1.419	-0.252	54339	Zachos et al. (2010)
120.73	1.437	-0.337	54342	Zachos et al. (2010)
120.76	1.408	-0.269	54346	Zachos et al. (2010)
120.79	1.455	-0.310	54350	Zachos et al. (2010)
120.82	1.429	-0.318	54354	Zachos et al. (2010)
120.85	1.482	-0.221	54357	Zachos et al. (2010)
120.88	1.497	-0.290	54361	Zachos et al. (2010)
120.91	1.489	-0.348	54365	Zachos et al. (2010)
120.94	1.500	-0.285	54368	Zachos et al. (2010)
120.97	1.447	-0.372	54372	Zachos et al. (2010)
121.00	1.423	-0.429	54376	Zachos et al. (2010)
121.03	1.507	-0.375	54379	Zachos et al. (2010)
121.06	1.562	-0.248	54383	Zachos et al. (2010)
121.09	1.495	-0.330	54387	Zachos et al. (2010)
121.12	1.561	-0.267	54390	Zachos et al. (2010)
121.15	1.525	-0.315	54394	Zachos et al. (2010)
121.18	1.541	-0.259	54398	Zachos et al. (2010)
121.21	1.532	-0.328	54402	Zachos et al. (2010)
121.33	1.504	-0.342	54416	Zachos et al. (2010)
121.36	1.488	-0.296	54420	Zachos et al. (2010)
121.39	1.511	-0.352	54424	Zachos et al. (2010)
121.42	1.510	-0.243	54427	Zachos et al. (2010)
121.45	1.549	-0.327	54431	Zachos et al. (2010)
121.48	1.554	-0.258	54435	Zachos et al. (2010)
121.51	1.498	-0.325	54438	Zachos et al. (2010)
121.54	1.488	-0.286	54442	Zachos et al. (2010)
121.57	1.491	-0.340	54446	Zachos et al. (2010)
121.60	1.439	-0.357	54450	Zachos et al. (2010)
121.63	1.443	-0.429	54452	Zachos et al. (2010)
121.66	1.422	-0.370	54454	Zachos et al. (2010)
121.69	1.490	-0.397	54457	Zachos et al. (2010)
121.72	1.492	-0.297	54459	Zachos et al. (2010)
121.75	1.464	-0.303	54461	Zachos et al. (2010)
121.78	1.422	-0.254	54463	Zachos et al. (2010)
121.81	1.364	-0.265	54465	Zachos et al. (2010)
121.84	1.314	-0.370	54467	Zachos et al. (2010)
121.87	1.359	-0.443	54469	Zachos et al. (2010)
121.90	1.328	-0.553	54472	Zachos et al. (2010)
121.93	1.371	-0.661	54474	Zachos et al. (2010)
121.96	1.402	-0.614	54476	Zachos et al. (2010)
121.99	1.481	-0.506	54478	Zachos et al. (2010)
122.02	1.571	-0.473	54480	Zachos et al. (2010)
122.05	1.654	-0.674	54482	Zachos et al. (2010)
122.11	1.614	-0.288	54487	Zachos et al. (2010)
122.14	1.490	-0.428	54489	Zachos et al. (2010)
122.17	1.487	-0.482	54491	Zachos et al. (2010)
122.20	1.497	-0.527	54493	Zachos et al. (2010)
122.23	1.484	-0.461	54495	Zachos et al. (2010)
122.26	1.515	-0.390	54497	Zachos et al. (2010)
122.29	1.445	-0.476	54500	Zachos et al. (2010)
122.32	1.504	-0.386	54502	Zachos et al. (2010)
122.35	1.450	-0.553	54504	Zachos et al. (2010)
122.38	1.505	-0.563	54506	Zachos et al. (2010)
122.41	1.507	-0.506	54508	Zachos et al. (2010)
122.44	1.573	-0.483	54510	Zachos et al. (2010)
122.47	1.614	-0.468	54512	Zachos et al. (2010)
122.50	1.669	-0.348	54515	Zachos et al. (2010)
122.53	1.588	-0.457	54517	Zachos et al. (2010)
122.56	1.662	-0.451	54519	Zachos et al. (2010)
122.59	1.631	-0.505	54521	Zachos et al. (2010)
122.62	1.601	-0.549	54523	Zachos et al. (2010)
122.65	1.601	-0.504	54525	Zachos et al. (2010)
122.68	1.617	-0.515	54528	Zachos et al. (2010)
122.71	1.666	-0.494	54530	Zachos et al. (2010)
122.74	1.681	-0.494	54532	Zachos et al. (2010)
122.77	1.664	-0.478	54534	Zachos et al. (2010)
122.80	1.692	-0.512	54536	Zachos et al. (2010)
122.83	1.654	-0.496	54538	Zachos et al. (2010)
122.86	1.637	-0.459	54540	Zachos et al. (2010)
122.89	1.662	-0.503	54543	Zachos et al. (2010)
122.92	1.647	-0.664	54545	Zachos et al. (2010)
122.95	1.729	-0.343	54547	Zachos et al. (2010)
122.98	1.720	-0.387	54549	Zachos et al. (2010)
123.01	1.624	-0.556	54551	Zachos et al. (2010)
123.04	1.696	-0.407	54553	Zachos et al. (2010)
123.07	1.638	-0.423	54556	Zachos et al. (2010)
123.10	1.645	-0.525	54558	Zachos et al. (2010)
123.13	1.617	-0.474	54560	Zachos et al. (2010)
123.16	1.620	-0.537	54562	Zachos et al. (2010)
123.19	1.704	-0.487	54564	Zachos et al. (2010)
123.22	1.704	-0.455	54566	Zachos et al. (2010)
123.25	1.767	-0.440	54568	Zachos et al. (2010)
123.28	1.769	-0.328	54571	Zachos et al. (2010)
123.31	1.731	-0.459	54573	Zachos et al. (2010)
123.34	1.801	-0.363	54575	Zachos et al. (2010)
123.37	1.749	-0.330	54577	Zachos et al. (2010)
123.40	1.804	-0.295	54579	Zachos et al. (2010)
123.43	1.763	-0.291	54581	Zachos et al. (2010)
123.46	1.748	-0.470	54583	Zachos et al. (2010)
123.49	1.689	-0.345	54586	Zachos et al. (2010)
123.52	1.717	-0.303	54588	Zachos et al. (2010)
123.58	1.656	-0.458	54592	Zachos et al. (2010)
123.61	1.679	-0.413	54594	Zachos et al. (2010)
123.64	1.708	-0.513	54596	Zachos et al. (2010)
123.67	1.726	-0.459	54599	Zachos et al. (2010)
123.70	1.800	-0.412	54601	Zachos et al. (2010)
123.73	1.771	-0.424	54603	Zachos et al. (2010)
123.76	1.827	-0.405	54605	Zachos et al. (2010)
123.79	1.809	-0.385	54607	Zachos et al. (2010)
123.82	1.796	-0.363	54609	Zachos et al. (2010)
123.85	1.809	-0.363	54611	Zachos et al. (2010)
123.88	1.831	-0.402	54614	Zachos et al. (2010)
123.91	1.819	-0.449	54616	Zachos et al. (2010)
123.94	1.843	-0.446	54618	Zachos et al. (2010)
123.97	1.852	-0.417	54620	Zachos et al. (2010)
124.00	1.763	-0.446	54622	Zachos et al. (2010)
124.03	1.849	-0.399	54624	Zachos et al. (2010)
124.06	1.817	-0.402	54627	Zachos et al. (2010)
124.09	1.844	-0.428	54629	Zachos et al. (2010)
124.12	1.818	-0.449	54631	Zachos et al. (2010)
124.12	1.547	-0.544	54631	Zachos et al. (2010)
124.15	1.828	-0.437	54633	Zachos et al. (2010)
124.15	1.620	-0.407	54633	Zachos et al. (2010)
124.18	1.876	-0.422	54635	Zachos et al. (2010)
124.18	1.517	-0.377	54635	Zachos et al. (2010)
124.24	1.442	-0.456	54640	Zachos et al. (2010)
124.27	1.607	-0.439	54642	Zachos et al. (2010)
124.33	1.555	-0.422	54646	Zachos et al. (2010)
124.45	1.801	-0.325	54655	Zachos et al. (2010)
124.48	1.815	-0.331	54657	Zachos et al. (2010)
124.57	1.819	-0.430	54663	Zachos et al. (2010)
124.66	1.766	-0.421	54670	Zachos et al. (2010)
124.75	1.737	-0.328	54676	Zachos et al. (2010)
124.81	1.724	-0.473	54681	Zachos et al. (2010)
124.87	1.783	-0.495	54685	Zachos et al. (2010)
124.90	1.744	-0.410	54687	Zachos et al. (2010)
124.93	1.789	-0.373	54689	Zachos et al. (2010)
124.96	1.775	-0.264	54691	Zachos et al. (2010)
124.99	1.824	-0.319	54694	Zachos et al. (2010)
125.02	1.873	-0.279	54696	Zachos et al. (2010)
125.05	1.872	-0.265	54698	Zachos et al. (2010)
125.08	1.813	-0.253	54700	Zachos et al. (2010)
125.11	1.817	-0.266	54702	Zachos et al. (2010)
125.14	1.855	-0.290	54704	Zachos et al. (2010)
125.17	1.896	-0.280	54706	Zachos et al. (2010)
125.20	1.900	-0.263	54709	Zachos et al. (2010)
125.23	1.891	-0.380	54711	Zachos et al. (2010)
125.26	1.873	-0.261	54713	Zachos et al. (2010)
125.29	1.884	-0.354	54715	Zachos et al. (2010)
125.32	1.867	-0.300	54717	Zachos et al. (2010)
125.35	1.841	-0.409	54719	Zachos et al. (2010)
125.38	1.767	-0.333	54722	Zachos et al. (2010)
125.41	1.813	-0.297	54724	Zachos et al. (2010)
125.44	1.782	-0.242	54726	Zachos et al. (2010)
125.47	1.817	-0.252	54728	Zachos et al. (2010)
125.50	1.842	-0.188	54730	Zachos et al. (2010)
125.53	1.928	-0.164	54732	Zachos et al. (2010)
125.56	1.874	-0.136	54734	Zachos et al. (2010)
125.59	1.654	-0.205	54737	Zachos et al. (2010)
125.62	1.679	-0.407	54739	Zachos et al. (2010)
125.65	1.741	-0.352	54741	Zachos et al. (2010)
125.68	1.690	-0.314	54743	Zachos et al. (2010)
125.71	1.617	-0.489	54745	Zachos et al. (2010)
125.74	1.752	-0.436	54747	Zachos et al. (2010)
125.77	1.819	-0.323	54750	Zachos et al. (2010)
125.80	1.763	-0.359	54752	Zachos et al. (2010)
125.86	1.816	-0.399	54756	Zachos et al. (2010)
125.89	1.831	-0.333	54758	Zachos et al. (2010)
125.92	1.683	-0.290	54760	Zachos et al. (2010)
125.95	1.674	-0.400	54763	Zachos et al. (2010)
125.98	1.684	-0.455	54765	Zachos et al. (2010)
126.01	1.673	-0.313	54767	Zachos et al. (2010)
126.04	1.695	-0.420	54769	Zachos et al. (2010)
126.07	1.786	-0.281	54771	Zachos et al. (2010)
126.10	1.848	-0.356	54774	Zachos et al. (2010)
126.13	1.774	-0.353	54776	Zachos et al. (2010)
126.16	1.909	-0.131	54778	Zachos et al. (2010)
126.19	1.888	-0.370	54780	Zachos et al. (2010)
126.22	1.682	-0.270	54782	Zachos et al. (2010)
126.25	1.684	-0.340	54785	Zachos et al. (2010)
126.28	1.608	-0.384	54787	Zachos et al. (2010)
126.31	1.685	-0.354	54789	Zachos et al. (2010)
126.34	1.660	-0.443	54791	Zachos et al. (2010)
126.37	1.797	-0.401	54793	Zachos et al. (2010)
126.40	1.867	-0.371	54796	Zachos et al. (2010)
126.43	1.870	-0.250	54798	Zachos et al. (2010)
126.46	1.846	-0.250	54800	Zachos et al. (2010)
126.49	1.828	-0.276	54802	Zachos et al. (2010)
126.52	1.777	-0.300	54804	Zachos et al. (2010)
126.55	1.770	-0.312	54807	Zachos et al. (2010)
126.61	1.781	-0.350	54811	Zachos et al. (2010)
126.64	1.812	-0.311	54813	Zachos et al. (2010)
126.67	1.862	-0.242	54815	Zachos et al. (2010)
126.70	1.851	-0.364	54818	Zachos et al. (2010)
126.73	1.877	-0.229	54820	Zachos et al. (2010)
126.76	1.802	-0.198	54822	Zachos et al. (2010)
126.79	1.819	-0.226	54824	Zachos et al. (2010)
126.82	1.808	-0.270	54826	Zachos et al. (2010)
126.85	1.840	-0.204	54829	Zachos et al. (2010)
126.88	1.759	-0.352	54831	Zachos et al. (2010)
126.91	1.759	-0.331	54833	Zachos et al. (2010)
126.94	1.825	-0.257	54835	Zachos et al. (2010)
126.97	1.782	-0.279	54837	Zachos et al. (2010)
127.03	1.827	-0.252	54842	Zachos et al. (2010)
127.06	1.824	-0.214	54844	Zachos et al. (2010)
127.09	1.795	-0.290	54846	Zachos et al. (2010)
127.12	1.716	-0.348	54849	Zachos et al. (2010)
127.15	1.704	-0.349	54851	Zachos et al. (2010)
127.18	1.698	-0.535	54853	Zachos et al. (2010)
127.21	1.752	-0.462	54855	Zachos et al. (2010)
127.24	1.814	-0.438	54857	Zachos et al. (2010)
127.27	1.874	-0.314	54860	Zachos et al. (2010)
127.30	1.912	-0.338	54862	Zachos et al. (2010)
127.33	1.908	-0.306	54864	Zachos et al. (2010)
127.36	1.891	-0.281	54866	Zachos et al. (2010)
127.39	1.885	-0.359	54868	Zachos et al. (2010)
127.42	1.877	-0.261	54871	Zachos et al. (2010)
127.45	1.824	-0.407	54873	Zachos et al. (2010)
127.48	1.798	-0.362	54875	Zachos et al. (2010)
127.51	1.816	-0.326	54878	Zachos et al. (2010)
127.54	1.816	-0.448	54880	Zachos et al. (2010)
127.60	1.888	-0.235	54885	Zachos et al. (2010)
127.63	1.967	-0.139	54887	Zachos et al. (2010)
127.66	1.977	-0.094	54890	Zachos et al. (2010)
127.69	1.971	-0.182	54892	Zachos et al. (2010)
127.72	1.938	-0.225	54894	Zachos et al. (2010)
127.75	1.900	-0.266	54897	Zachos et al. (2010)
127.78	1.907	-0.375	54899	Zachos et al. (2010)
127.81	1.885	-0.347	54901	Zachos et al. (2010)
127.84	1.883	-0.405	54904	Zachos et al. (2010)
127.87	1.951	-0.283	54906	Zachos et al. (2010)
127.90	1.973	-0.293	54909	Zachos et al. (2010)
127.93	1.998	-0.246	54911	Zachos et al. (2010)
127.96	1.996	-0.236	54913	Zachos et al. (2010)
127.99	1.970	-0.213	54916	Zachos et al. (2010)
128.02	1.947	-0.254	54918	Zachos et al. (2010)
128.05	1.926	-0.235	54920	Zachos et al. (2010)
128.08	1.940	-0.183	54923	Zachos et al. (2010)
128.11	1.939	-0.169	54925	Zachos et al. (2010)
128.14	1.942	-0.165	54928	Zachos et al. (2010)
128.17	1.921	-0.144	54930	Zachos et al. (2010)
128.20	1.916	-0.100	54932	Zachos et al. (2010)
128.23	1.933	-0.098	54935	Zachos et al. (2010)
128.26	1.922	-0.138	54937	Zachos et al. (2010)
128.29	1.939	-0.084	54940	Zachos et al. (2010)
128.32	1.928	-0.094	54942	Zachos et al. (2010)
128.35	2.019	-0.083	54944	Zachos et al. (2010)
128.38	1.951	-0.248	54947	Zachos et al. (2010)
128.41	1.939	-0.190	54949	Zachos et al. (2010)
128.44	1.951	-0.286	54951	Zachos et al. (2010)
128.47	1.969	-0.246	54951	Zachos et al. (2010)
128.50	1.995	-0.223	54951	Zachos et al. (2010)
128.62	2.011	-0.234	54966	Zachos et al. (2010)
128.65	1.975	-0.304	54968	Zachos et al. (2010)
128.68	1.976	-0.367	54970	Zachos et al. (2010)
128.71	1.908	-0.429	54973	Zachos et al. (2010)
128.74	1.926	-0.355	54975	Zachos et al. (2010)
128.77	1.936	-0.435	54977	Zachos et al. (2010)
128.80	1.965	-0.347	54980	Zachos et al. (2010)
