/* DATA DESCRIPTION:
Citation:	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): (Figure 2) Stable carbon and oxygen isotope records of ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.756583, 
	Supplement to: Zachos, JC et al. (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Abstract:	The upper Paleocene and lower Eocene are marked by several prominent (> 1 per mill) carbon isotope (d13C) excursions (CIE) that coincide with transient global warmings, or thermal maxima, including the Paleocene-Eocene Thermal Maximum (PETM). The CIE, which are recorded mainly in marine sedimentary sequences, have also been identified in continental sequences, occurred episodically, and yet appear to be paced or triggered by orbital forcing. To constrain the timing and scale of the CIE relative to long-term baseline variability, we have constructed a 4.52 million year (myr) long, high-resolution (~ 3 kyr) bulk sediment carbon isotope record spanning the lower Eocene to upper Paleocene (C25r-C24n) from a pelagic sediment section recovered at ODP Site 1262 in the southeast Atlantic. This section, which was orbitally-tuned utilizing high-resolution core log physical property and geochemical records, is the most stratigraphically complete upper Paleocene to lower Eocene sequence recovered to date. Time-series analysis of the carbon isotope record along with a high-resolution Fe intensity record obtained by XRF core scanner reveal cyclicity with variance concentrated primarily in the precession (21 kyr) and eccentricity bands (100 and 400-kyr) throughout the upper Paleocene-lower Eocene. In general, minima in d13C correspond with peaks in Fe (i.e., carbonate dissolution), both of which appear to be in phase with maxima in eccentricity. This covariance is consistent with excess oceanic uptake of isotopically depleted carbon resulting in lower carbonate saturation during periods of high eccentricity. This relationship includes all late Paleocene and early Eocene CIE confirming pacing by orbital forcing. The lone exception is the PETM, which appears to be out of phase with the 400-kyr cycle, though possibly in phase with the 100-kyr cycle, reinforcing the notion that a mechanism other than orbital forcing and/or an additional source of carbon is required to account for the occurrence and unusual scale of this event.
Project(s):	Center for Marine Environmental Sciences (MARUM) (URI: https://www.marum.de/en/)
	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 96.27 m * MAXIMUM DEPTH, sediment/rock: 142.65 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Comment:	The isotope records are composites of the splice from the A and B holes of Site 1262, and include published data for the PETM and ETM-2 (Lourens et al., 2005; Zachos et al., 2005).
	See also Westerhold et al. (2007) doi:10.1594/PANGAEA.603177
	Depth, sediment are meters below seafloor (mbsf)
Parameter(s):	Sample code/label (Sample label) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Intercore correlation
	Age, relative [ka] (Age rel) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu)
	Comment (Comment) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * COMMENT: Hole
	δ13C, carbonate [‰ PDB] (δ13C carb) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Mass spectrometry (MS)
	δ18O, carbonate [‰ PDB] (δ18O carb) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Mass spectrometry (MS)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10864 data points
*/
Sample label	Depth sed [m]	Depth comp [mcd]	Age rel [ka]	Comment	δ13C carb [‰ PDB]	δ18O carb [‰ PDB]
208-1262B-15H-2,117-118	127.07	139.39	122	u-channel	1.54	-0.56
208-1262B-15H-2,118-119	127.08	139.40	121	u-channel	1.54	-0.58
208-1262B-15H-3,0-1	127.10	139.42	119	u-channel	1.56	-0.60
208-1262B-15H-3,1-2	127.11	139.43	118	u-channel	1.50	-0.57
208-1262B-15H-3,2-3	127.12	139.44	117	u-channel	1.49	-0.52
208-1262B-15H-3,4-5	127.14	139.46	115	u-channel	1.50	-0.53
208-1262B-15H-3,5-6	127.15	139.47	114	u-channel	1.48	-0.51
208-1262B-15H-3,6-7	127.16	139.48	113	u-channel	1.47	-0.53
208-1262B-15H-3,7-8	127.17	139.49	112	u-channel	1.49	-0.53
208-1262B-15H-3,8-9	127.18	139.50	111	u-channel	1.43	-0.63
208-1262B-15H-3,19-20	127.29	139.61	98	u-channel	1.40	-0.64
208-1262B-15H-3,20-21	127.30	139.62	97	u-channel	1.41	-0.52
208-1262B-15H-3,21-22	127.31	139.63	96	u-channel	1.35	-0.60
208-1262B-15H-3,22-23	127.32	139.64	95	u-channel	1.32	-0.58
208-1262B-15H-3,24-25	127.34	139.66	93	u-channel	1.32	-0.60
208-1262B-15H-3,25-26	127.35	139.67	91	u-channel	1.32	-0.58
208-1262B-15H-3,26-27	127.36	139.68	90	u-channel	1.33	-0.60
208-1262B-15H-3,27-28	127.37	139.69	89	u-channel	1.36	-0.52
208-1262B-15H-3,29-30	127.39	139.71	86	u-channel	1.30	-0.58
208-1262B-15H-3,30-31	127.40	139.72	85	u-channel	1.24	-0.65
208-1262B-15H-3,32-33	127.42	139.74	81	u-channel	1.18	-0.87
208-1262B-15H-3,33-34	127.43	139.75	79	u-channel	1.12	-0.84
208-1262B-15H-3,35-36	127.45	139.77	75	u-channel	0.78	-1.22
208-1262B-15H-3,36-37	127.46	139.78	73	u-channel	0.66	-1.35
208-1262B-15H-3,38-39	127.48	139.80	70	u-channel	0.61	-1.50
208-1262B-15H-3,39-40	127.49	139.81	68	u-channel	0.27	-1.69
208-1262B-15H-3,40-41	127.50	139.82	66	u-channel	0.19	-1.58
208-1262B-15H-3,41-42	127.51	139.83	64	u-channel	0.26	-1.71
208-1262B-15H-3,42-43	127.52	139.84	63	u-channel	0.30	-1.68
208-1262B-15H-3,43-44	127.53	139.85	61	u-channel	0.28	-1.74
208-1262B-15H-3,44-45	127.54	139.86	59	u-channel	0.23	-1.81
208-1262B-15H-3,45-46	127.55	139.87	57	u-channel	0.38	-1.69
208-1262B-15H-3,46-47	127.56	139.88	55	u-channel	0.26	-1.70
208-1262B-15H-3,47-48	127.57	139.89	54	u-channel	0.31	-1.86
208-1262B-15H-3,48-49	127.58	139.90	52	u-channel	0.23	-1.94
208-1262B-15H-3,49-50	127.59	139.91	50	u-channel	0.19	-1.92
208-1262B-15H-3,50-51	127.60	139.92	48	u-channel	0.23	-1.94
208-1262B-15H-3,51-52	127.61	139.93	47	u-channel	0.46	-1.69
208-1262B-15H-3,52-53	127.62	139.94	45	u-channel	0.45	-1.81
208-1262B-15H-3,53-54	127.63	139.95	42	u-channel	0.92	-1.35
208-1262B-15H-3,54-55	127.64	139.96	40	u-channel	0.81	-1.44
208-1262B-15H-3,55-56	127.65	139.97	38	u-channel	0.44	-1.74
208-1262B-15H-3,56-57	127.66	139.98	35	u-channel	0.53	-1.23
208-1262B-15H-3,57-58	127.67	139.99	33	u-channel	0.73	-1.26
208-1262B-15H-3,73-74	127.83	140.15	-5	u-channel	2.25	-1.01
208-1262B-15H-3,75-76	127.85	140.17	-8	u-channel	2.23	-1.02
208-1262B-15H-3,77-78	127.87	140.19	-11	u-channel	2.16	-0.97
208-1262B-15H-3,79-80	127.89	140.21	-15	u-channel	2.13	-1.01
208-1262B-15H-3,80-81	127.90	140.22	-16	u-channel	2.14	-0.94
208-1262B-15H-3,81-82	127.91	140.23	-18	u-channel	2.20	-0.89
208-1262B-15H-3,82-83	127.92	140.24	-20	u-channel	2.19	-0.71
208-1262B-15H-3,84-85	127.94	140.26	-25	u-channel	2.19	-0.98
208-1262B-15H-3,85-86	127.95	140.27	-27	u-channel	2.24	-0.92
208-1262B-15H-3,86-87	127.96	140.28	-30	u-channel	2.27	-0.90
208-1262B-15H-3,87-88	127.97	140.29	-32	u-channel	2.21	-0.90
208-1262B-15H-3,89-90	127.99	140.31	-37	u-channel	2.30	-0.86
208-1262B-15H-3,90-91	128.00	140.32	-39	u-channel	2.32	-0.89
208-1262B-15H-3,91-92	128.01	140.33	-40	u-channel	2.33	-0.90
208-1262B-15H-3,92-93	128.02	140.34	-41	u-channel	2.32	-0.84
208-1262B-15H-3,95-96	128.05	140.37	-44	u-channel	2.30	-0.95
208-1262B-15H-3,98-99	128.08	140.40	-47	u-channel	2.36	-0.82
208-1262B-15H-3,103-104	128.13	140.45	-52	u-channel	2.52	-0.56
208-1262B-15H-3,113-114	128.23	140.55	-63	u-channel	2.44	-0.54
208-1262B-15H-3,118-119	128.28	140.60	-69	u-channel	2.38	-0.52
208-1262B-15H-3,123-124	128.33	140.65	-76	u-channel	2.30	-0.65
208-1262B-15H-3,128-129	128.38	140.70	-82	u-channel	2.22	-0.78
208-1262B-15H-3,136-137	128.46	140.78	-93	u-channel	2.27	-0.42
208-1262B-15H-3,137-138	128.47	140.79	-94	u-channel	2.26	-0.41
208-1262B-15H-3,138-139	128.48	140.80	-95	u-channel	2.24	-0.41
208-1262B-15H-3,139-140	128.49	140.81	-97	u-channel	2.28	-0.45
208-1262B-15H-3,140-141	128.50	140.82	-98	u-channel	2.26	-0.48
208-1262B-15H-3,141-142	128.51	140.83	-99	u-channel	2.27	-0.52
208-1262B-15H-3,142-143	128.52	140.84	-101	u-channel	2.23	-0.48
208-1262B-15H-3,143-144	128.53	140.85	-102	u-channel	2.19	-0.51
208-1262B-15H-3,144-145	128.54	140.86	-103	u-channel	2.24	-0.51
208-1262B-15H-3,145-146	128.55	140.87	-104	u-channel	2.35	-0.49
208-1262B-15H-4,1-2	128.61	140.93	-111	B	2.25	-0.43
208-1262B-15H-4,4-5	128.64	140.96	-114	B	2.46	-0.29
208-1262B-15H-4,7-8	128.67	140.99	-117	B	2.47	-0.38
208-1262B-15H-4,10-11	128.70	141.02	-121	B	2.45	-0.42
208-1262B-15H-4,13-14	128.73	141.05	-124	B	2.29	-0.52
208-1262B-15H-4,16-17	128.76	141.08	-127	B	2.38	-0.49
208-1262B-15H-4,19-20	128.79	141.11	-129	B	2.35	-0.50
208-1262B-15H-4,22-23	128.82	141.14	-132	B	2.46	-0.42
208-1262B-15H-4,25-26	128.85	141.17	-135	B	2.48	-0.42
208-1262B-15H-4,28-29	128.88	141.20	-138	B	2.44	-0.46
208-1262B-15H-4,31-32	128.91	141.23	-140	B	2.43	-0.45
208-1262B-15H-4,34-35	128.94	141.26	-143	B	2.45	-0.47
208-1262B-15H-4,37-38	128.97	141.29	-146	B	2.44	-0.56
208-1262B-15H-4,40-41	129.00	141.32	-148	B	2.43	-0.61
208-1262B-15H-4,43-44	129.03	141.35	-151	B	2.53	-0.50
208-1262B-15H-4,46-47	129.06	141.38	-153	B	2.44	-0.62
208-1262B-15H-4,49-50	129.09	141.41	-156	B	2.52	-0.48
208-1262B-15H-4,52-53	129.12	141.44	-158	B	2.48	-0.56
208-1262B-15H-4,55-56	129.15	141.47	-161	B	2.48	-0.46
208-1262B-15H-4,58-59	129.18	141.50	-163	B	2.48	-0.46
208-1262B-15H-4,61-62	129.21	141.53	-166	B	2.45	-0.52
208-1262B-15H-4,64-65	129.24	141.56	-169	B	2.40	-0.62
208-1262B-15H-4,67-68	129.27	141.59	-172	B	2.44	-0.51
208-1262B-15H-4,70-71	129.30	141.62	-175	B	2.52	-0.46
208-1262B-15H-4,73-74	129.33	141.65	-177	B	2.47	-0.52
208-1262B-15H-4,76-77	129.36	141.68	-180	B	2.55	-0.39
208-1262B-15H-4,79-80	129.39	141.71	-183	B	2.44	-0.47
208-1262B-15H-4,82-83	129.42	141.74	-186	B	2.45	-0.64
208-1262B-15H-4,85-86	129.45	141.77	-189	B	2.43	-0.52
208-1262B-15H-4,88-89	129.48	141.80	-192	B	2.39	-0.51
208-1262B-15H-4,94-95	129.54	141.86	-198	B	2.44	-0.37
208-1262B-15H-4,97-98	129.57	141.89	-201	B	2.44	-0.48
208-1262B-15H-4,100-101	129.60	141.92	-204	B	2.45	-0.39
208-1262B-15H-4,103-104	129.63	141.95	-207	B	2.43	-0.48
208-1262B-15H-4,106-107	129.66	141.98	-211	B	2.49	-0.46
208-1262B-15H-4,109-110	129.69	142.01	-214	B	2.58	-0.38
208-1262B-15H-4,112-113	129.72	142.04	-218	B	2.57	-0.42
208-1262B-15H-4,115-116	129.75	142.07	-222	B	2.66	-0.32
208-1262B-15H-4,118-119	129.78	142.10	-226	B	2.70	-0.33
208-1262B-15H-4,121-122	129.81	142.13	-229	B	2.64	-0.42
208-1262B-15H-4,124-125	129.84	142.16	-231	B	2.54	-0.43
208-1262B-15H-4,127-128	129.87	142.19	-233	B	2.66	-0.38
208-1262B-15H-4,130-131	129.90	142.22	-235	B	2.65	-0.49
208-1262B-15H-4,133-134	129.93	142.25	-237	B	2.71	-0.32
208-1262B-15H-4,136-137	129.96	142.28	-240	B	2.73	-0.45
208-1262B-15H-4,139-140	129.99	142.31	-242	B	2.69	-0.40
208-1262B-15H-4,142-143	130.02	142.34	-244	B	2.69	-0.56
208-1262B-15H-4,145-146	130.05	142.37	-246	B	2.77	-0.40
208-1262B-15H-4,148-149	130.08	142.40	-248	B	2.75	-0.40
208-1262B-15H-5,1-2	130.11	142.43	-251	B	2.74	-0.39
208-1262B-15H-5,4-5	130.14	142.46	-254	B	2.71	-0.50
208-1262B-15H-5,7-8	130.17	142.49	-257	B	2.84	-0.31
208-1262B-15H-5,10-11	130.20	142.52	-260	B	2.78	-0.26
208-1262B-15H-5,13-14	130.23	142.55	-262	B	2.82	-0.31
208-1262B-15H-5,16-17	130.26	142.58	-265	B	2.84	-0.35
208-1262B-15H-5,19-20	130.29	142.61	-268	B	2.87	-0.35
208-1262B-15H-5,22-23	130.32	142.64	-271	B	2.82	-0.28
208-1262B-15H-5,25-26	130.35	142.67	-273	B	2.90	-0.30
208-1262B-15H-5,28-29	130.38	142.70	-276	B	2.79	-0.50
208-1262B-15H-5,31-32	130.41	142.73	-279	B	2.83	-0.38
208-1262B-15H-5,34-35	130.44	142.76	-281	B	2.91	-0.35
208-1262B-15H-5,37-38	130.47	142.79	-284	B	2.94	-0.42
208-1262B-15H-5,40-41	130.50	142.82	-287	B	2.89	-0.41
208-1262B-15H-5,43-44	130.53	142.85	-289	B	2.93	-0.39
208-1262B-15H-5,46-47	130.56	142.88	-292	B	2.96	-0.34
208-1262B-15H-5,49-50	130.59	142.91	-295	B	2.94	-0.36
208-1262B-15H-5,52-53	130.62	142.94	-297	B	2.94	-0.33
208-1262B-15H-5,55-56	130.65	142.97	-300	B	2.96	-0.34
208-1262B-15H-5,58-59	130.68	143.00	-303	B	2.94	-0.37
208-1262B-15H-5,61-62	130.71	143.03	-306	B	2.91	-0.39
208-1262B-15H-5,64-65	130.74	143.06	-308	B	2.85	-0.53
208-1262B-15H-5,67-68	130.77	143.09	-311	B	2.84	-0.51
208-1262B-15H-5,70-71	130.80	143.12	-313	B	2.86	-0.46
208-1262B-15H-5,73-74	130.83	143.15	-316	B	2.90	-0.45
208-1262B-15H-5,76-77	130.86	143.18	-318	B	2.85	-0.57
208-1262B-15H-5,79-80	130.89	143.21	-320	B	2.86	-0.54
208-1262B-15H-5,82-83	130.92	143.24	-322	B	2.92	-0.50
208-1262B-15H-5,85-86	130.95	143.27	-324	B	2.96	-0.47
208-1262B-15H-5,88-89	130.98	143.30	-326	B	2.97	-0.42
208-1262B-15H-5,91-92	131.01	143.33	-329	B	2.96	-0.50
208-1262B-15H-5,94-95	131.04	143.36	-331	B	2.95	-0.44
208-1262B-15H-5,97-98	131.07	143.39	-333	B	2.96	-0.55
208-1262B-15H-5,100-101	131.10	143.42	-335	B	2.94	-0.56
208-1262B-15H-5,103-104	131.13	143.45	-337	B	2.96	-0.48
208-1262B-15H-5,106-107	131.16	143.48	-339	B	2.94	-0.47
208-1262B-15H-5,109-110	131.19	143.51	-341	B	2.94	-0.50
208-1262B-15H-5,112-113	131.22	143.54	-343	B	2.92	-0.48
208-1262B-15H-5,115-116	131.25	143.57	-345	B	2.92	-0.48
208-1262B-15H-5,118-119	131.28	143.60	-347	B	2.92	-0.52
208-1262B-15H-5,121-122	131.31	143.63	-349	B	2.92	-0.56
208-1262B-15H-5,124-125	131.34	143.66	-351	B	2.90	-0.54
208-1262B-15H-5,127-128	131.37	143.69	-353	B	2.88	-0.61
208-1262B-15H-5,130-131	131.40	143.72	-355	B	2.92	-0.51
208-1262B-15H-5,133-134	131.43	143.75	-357	B	2.91	-0.52
208-1262B-15H-5,136-137	131.46	143.78	-360	B	2.92	-0.49
208-1262B-15H-5,139-140	131.49	143.81	-362	B	2.88	-0.54
208-1262B-15H-5,142-143	131.52	143.84	-365	B	2.95	-0.58
208-1262B-15H-5,145-146	131.55	143.87	-367	B	2.97	-0.46
208-1262B-15H-5,148-149	131.58	143.90	-370	B	2.95	-0.54
208-1262B-15H-6,1-2	131.61	143.93	-372	B	2.98	-0.59
208-1262B-15H-6,4-5	131.64	143.96	-375	B	2.97	-0.58
208-1262B-15H-6,7-8	131.67	143.99	-377	B	2.93	-0.64
208-1262B-15H-6,10-11	131.70	144.02	-379	B	2.90	-0.61
208-1262B-15H-6,25-26	131.85	144.17	-389	B	3.09	-0.41
208-1262B-15H-6,31-32	131.91	144.23	-393	B	3.02	-0.42
208-1262B-15H-6,34-35	131.94	144.26	-395	B	2.86	-0.68
208-1262B-15H-6,37-38	131.97	144.29	-397	B	2.89	-0.36
208-1262B-15H-6,40-41	132.00	144.32	-399	B	2.95	-0.34
208-1262B-15H-6,43-44	132.03	144.35	-401	B	2.89	-0.44
208-1262B-15H-6,46-47	132.06	144.38	-403	B	2.88	-0.38
208-1262B-15H-6,49-50	132.09	144.41	-405	B	2.84	-0.41
208-1262B-15H-6,52-53	132.12	144.44	-407	B	2.86	-0.40
208-1262B-15H-6,55-56	132.15	144.47	-409	B	2.83	-0.40
208-1262B-15H-6,58-59	132.18	144.50	-411	B	2.87	-0.42
208-1262B-15H-6,61-62	132.21	144.53	-413	B	2.77	-0.38
208-1262B-15H-6,64-65	132.24	144.56	-414	B	2.74	-0.44
208-1262B-15H-6,67-68	132.27	144.59	-416	B	2.66	-0.58
208-1262B-15H-6,70-71	132.30	144.62	-419	B	2.67	-0.61
208-1262B-15H-6,73-74	132.33	144.65	-421	B	2.64	-0.74
208-1262B-15H-6,76-77	132.36	144.68	-423	B	2.89	-0.52
208-1262B-15H-6,79-80	132.39	144.71	-426	B	2.98	-0.43
208-1262A-14H-2,51-52	125.51	144.73	-427	A	3.12	-0.31
208-1262B-15H-6,82-83	132.42	144.74	-428	B	3.07	-0.38
208-1262A-14H-2,55-56	125.55	144.77	-430	B	3.05	-0.27
208-1262B-15H-6,85-86	132.45	144.77	-430	A	3.18	-0.22
208-1262A-14H-2,58-59	125.58	144.80	-433	A	3.18	-0.13
208-1262A-14H-2,61-62	125.61	144.83	-435	A	3.15	-0.06
208-1262A-14H-2,64-65	125.64	144.86	-437	A	3.13	-0.15
208-1262A-14H-2,67-68	125.67	144.89	-439	A	3.11	-0.20
208-1262A-14H-2,70-71	125.70	144.92	-442	A	3.11	-0.33
208-1262A-14H-2,73-74	125.73	144.95	-444	A	3.09	-0.28
208-1262A-14H-2,76-77	125.76	144.98	-446	A	3.10	-0.18
208-1262A-14H-2,79-80	125.79	145.01	-448	A	3.07	-0.25
208-1262A-14H-2,82-83	125.82	145.04	-451	A	3.12	-0.31
208-1262A-14H-2,85-86	125.85	145.07	-453	A	3.04	-0.28
208-1262A-14H-2,88-89	125.88	145.10	-455	A	3.10	-0.23
208-1262A-14H-2,91-92	125.91	145.13	-457	A	3.08	-0.26
208-1262A-14H-2,94-95	125.94	145.16	-460	A	3.00	-0.36
208-1262A-14H-2,97-98	125.97	145.19	-462	A	3.02	-0.42
208-1262A-14H-2,100-101	126.00	145.22	-464	A	3.02	-0.34
208-1262A-14H-2,103-104	126.03	145.25	-466	A	3.00	-0.30
208-1262A-14H-2,106-107	126.06	145.28	-468	A	3.04	-0.29
208-1262A-14H-2,109-110	126.09	145.31	-470	A	3.08	-0.22
208-1262A-14H-2,112-113	126.12	145.34	-472	A	3.08	-0.22
208-1262A-14H-2,115-116	126.15	145.37	-474	A	2.98	-0.33
208-1262A-14H-2,118-119	126.18	145.40	-477	A	3.02	-0.28
208-1262A-14H-2,121-122	126.21	145.43	-479	A	3.01	-0.31
208-1262A-14H-2,124-125	126.24	145.46	-481	A	3.03	-0.37
208-1262A-14H-2,127-128	126.27	145.49	-483	A	2.97	-0.45
208-1262A-14H-2,130-131	126.30	145.52	-485	A	2.91	-0.39
208-1262A-14H-2,133-134	126.33	145.55	-487	A	3.00	-0.37
208-1262A-14H-2,136-137	126.36	145.58	-489	A	3.02	-0.32
208-1262A-14H-2,139-140	126.39	145.61	-492	A	2.99	-0.32
208-1262A-14H-2,142-143	126.42	145.64	-494	A	2.91	-0.38
208-1262A-14H-2,145-146	126.45	145.67	-496	A	2.92	-0.44
208-1262A-14H-2,148-149	126.48	145.70	-498	A	2.88	-0.41
208-1262A-14H-3,1-2	126.51	145.73	-500	A	2.88	-0.53
208-1262A-14H-3,4-5	126.54	145.76	-503	A	2.83	-0.40
208-1262A-14H-3,7-8	126.57	145.79	-505	A	2.82	-0.51
208-1262A-14H-3,10-11	126.60	145.82	-508	A	2.81	-0.50
208-1262A-14H-3,13-14	126.63	145.85	-510	A	2.84	-0.48
208-1262A-14H-3,16-17	126.66	145.88	-513	A	2.85	-0.44
208-1262A-14H-3,19-20	126.69	145.91	-515	A	2.84	-0.37
208-1262A-14H-3,22-23	126.72	145.94	-518	A	2.85	-0.44
208-1262A-14H-3,25-26	126.75	145.97	-520	A	2.84	-0.47
208-1262A-14H-3,28-29	126.78	146.00	-523	A	2.80	-0.56
208-1262A-14H-3,31-32	126.81	146.03	-525	A	2.80	-0.62
208-1262A-14H-3,34-35	126.84	146.06	-528	A	2.80	-0.69
208-1262A-14H-3,40-41	126.90	146.12	-533	A	3.04	-0.52
208-1262A-14H-3,43-44	126.93	146.15	-535	A	3.05	-0.48
208-1262A-14H-3,46-47	126.96	146.18	-538	A	3.16	-0.43
208-1262A-14H-3,49-50	126.99	146.21	-540	A	3.16	-0.42
208-1262A-14H-3,52-53	127.02	146.24	-543	A	3.17	-0.47
208-1262A-14H-3,55-56	127.05	146.27	-545	A	3.17	-0.42
208-1262A-14H-3,58-59	127.08	146.30	-547	A	3.12	-0.42
208-1262A-14H-3,61-62	127.11	146.33	-548	A	3.13	-0.45
208-1262A-14H-3,64-65	127.14	146.36	-550	A	3.15	-0.42
208-1262A-14H-3,67-68	127.17	146.39	-552	A	3.14	-0.43
208-1262A-14H-3,70-71	127.20	146.42	-553	A	3.19	-0.43
208-1262A-14H-3,73-74	127.23	146.45	-555	A	3.18	-0.45
208-1262A-14H-3,76-77	127.26	146.48	-557	A	3.17	-0.35
208-1262A-14H-3,79-80	127.29	146.51	-559	A	3.15	-0.42
208-1262A-14H-3,82-83	127.32	146.54	-561	A	3.14	-0.45
208-1262A-14H-3,85-86	127.35	146.57	-562	A	3.16	-0.35
208-1262A-14H-3,88-89	127.38	146.60	-564	A	3.19	-0.36
208-1262A-14H-3,91-92	127.41	146.63	-567	A	3.16	-0.41
208-1262A-14H-3,94-95	127.44	146.66	-569	A	3.17	-0.40
208-1262A-14H-3,97-98	127.47	146.69	-572	A	3.15	-0.48
208-1262A-14H-3,100-101	127.50	146.72	-574	A	3.18	-0.34
208-1262A-14H-3,103-104	127.53	146.75	-577	A	3.14	-0.49
208-1262A-14H-3,106-107	127.56	146.78	-579	A	3.14	-0.42
208-1262A-14H-3,109-110	127.59	146.81	-582	A	3.22	-0.35
208-1262A-14H-3,112-113	127.62	146.84	-584	A	3.17	-0.39
208-1262A-14H-3,115-116	127.65	146.87	-586	A	3.11	-0.43
208-1262A-14H-3,118-119	127.68	146.90	-589	A	3.07	-0.47
208-1262A-14H-3,121-122	127.71	146.93	-591	A	3.03	-0.45
208-1262A-14H-3,124-125	127.74	146.96	-593	A	3.11	-0.38
208-1262A-14H-3,127-128	127.77	146.99	-595	A	3.14	-0.40
208-1262A-14H-3,130-131	127.80	147.02	-597	A	3.16	-0.39
208-1262A-14H-3,136-137	127.86	147.08	-601	A	3.16	-0.48
208-1262A-14H-3,139-140	127.89	147.11	-603	A	3.24	-0.44
208-1262A-14H-3,142-143	127.92	147.14	-605	A	3.22	-0.42
208-1262A-14H-3,145-146	127.95	147.17	-608	A	3.21	-0.46
208-1262A-14H-3,148-149	127.98	147.20	-610	A	3.20	-0.43
208-1262A-14H-4,4-5	128.04	147.26	-615	A	3.22	-0.41
208-1262A-14H-4,7-8	128.07	147.29	-617	A	3.25	-0.41
208-1262A-14H-4,10-11	128.10	147.32	-619	A	3.26	-0.44
208-1262A-14H-4,13-14	128.13	147.35	-622	A	3.30	-0.36
208-1262A-14H-4,16-17	128.16	147.38	-624	A	3.31	-0.43
208-1262A-14H-4,19-20	128.19	147.41	-626	A	3.29	-0.34
208-1262A-14H-4,22-23	128.22	147.44	-629	A	3.30	-0.32
208-1262A-14H-4,25-26	128.25	147.47	-632	A	3.24	-0.29
208-1262A-14H-4,28-29	128.28	147.50	-635	A	3.22	-0.24
208-1262A-14H-4,31-32	128.31	147.53	-638	A	3.24	-0.27
208-1262A-14H-4,34-35	128.34	147.56	-641	A	3.19	-0.57
208-1262A-14H-4,37-38	128.37	147.59	-644	A	3.28	-0.40
208-1262A-14H-4,40-41	128.40	147.62	-647	A	3.24	-0.40
208-1262A-14H-4,43-44	128.43	147.65	-650	A	3.27	-0.33
208-1262A-14H-4,46-47	128.46	147.68	-652	A	3.27	-0.35
208-1262A-14H-4,49-50	128.49	147.71	-654	A	3.24	-0.40
208-1262A-14H-4,52-53	128.52	147.74	-656	A	3.28	-0.40
208-1262A-14H-4,55-56	128.55	147.77	-659	A	3.27	-0.34
208-1262A-14H-4,58-59	128.58	147.80	-661	A	3.24	-0.32
208-1262A-14H-4,61-62	128.61	147.83	-663	A	3.27	-0.41
208-1262A-14H-4,67-68	128.67	147.89	-667	A	3.23	-0.43
208-1262A-14H-4,70-71	128.70	147.92	-670	A	3.26	-0.41
208-1262A-14H-4,73-74	128.73	147.95	-672	A	3.23	-0.28
208-1262A-14H-4,76-77	128.76	147.98	-675	A	3.24	-0.30
208-1262A-14H-4,79-80	128.79	148.01	-678	A	3.27	-0.25
208-1262A-14H-4,82-83	128.82	148.04	-680	A	3.30	-0.28
208-1262A-14H-4,85-86	128.85	148.07	-683	A	3.30	-0.30
208-1262A-14H-4,88-89	128.88	148.10	-686	A	3.30	-0.31
208-1262A-14H-4,91-92	128.91	148.13	-688	A	3.32	-0.35
