/* DATA DESCRIPTION:
Citation:	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): Bulk stable-isotope measurements of ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.833212, 
	In supplement to: Littler, K et al. (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
Further details:	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Westerhold, Thomas; Röhl, Ursula; Raffi, Isabella; Fornaciari, Eliana; Monechi, Simonetta; Reale, Viviana; Bowles, Julie; Evans, Helen F (2008): Astronomical calibration of the Paleocene time. Palaeogeography, Palaeoclimatology, Palaeoecology, 257(4), 377-403, https://doi.org/10.1016/j.palaeo.2007.09.016
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
	Zachos, James C; Röhl, Ursula; Schellenberg, Stephen A; Sluijs, Appy; Hodell, David A; Kelly, Daniel Clay; Thomas, Ellen; Nicolo, Micah J; Raffi, Isabella; Lourens, Lucas Joost; McCarren, H; Kroon, Dick (2005): Rapid Acidification of the Ocean During the Paleocene-Eocene Thermal Maximum. Science, 308(5728), 1611-1615, https://doi.org/10.1126/science.1109004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.490 m * MAXIMUM DEPTH, sediment/rock: 184.980 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Comment:	DEPTH, sediment/rock = Depth (mcd).
	New data for this study was collected at MARUM ("Littler et al., 2014 (MARUM)"), and is combined with data from existing studies (see "data source" column) to give one continuous dataset. All values relative to VPDB.
	Age model is based on option 1 of Westerhold et al., 2008 (W08), extended in this study to encompass depths 103-113 mcd.
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	δ13C [‰ PDB] (δ13C) * PI: Littler, Kate (k.littler@exeter.ac.uk) * COMMENT: Bulk, relative to VPDB
	δ18O [‰] (δ18O) * PI: Littler, Kate (k.littler@exeter.ac.uk) * COMMENT: Bulk, relative to VPDB
	Reference/source (Reference) * PI: Littler, Kate (k.littler@exeter.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	8046 data points
*/
Depth sed [m]	Age [ka BP]	δ13C [‰ PDB]	δ18O [‰]	Reference
152.030	56554.737	3.180	-0.760	Zachos et al., 2010
152.060	56557.195	3.260	-0.530	Zachos et al., 2010
152.090	56559.654	3.360	-0.690	Zachos et al., 2010
152.120	56562.112	3.450	-0.570	Zachos et al., 2010
152.150	56564.571	3.430	-0.500	Zachos et al., 2010
152.180	56567.029	3.420	-0.560	Zachos et al., 2010
152.210	56569.488	3.450	-0.510	Zachos et al., 2010
152.240	56571.946	3.440	-0.560	Zachos et al., 2010
152.270	56574.405	3.420	-0.570	Zachos et al., 2010
152.300	56576.863	3.530	-0.430	Zachos et al., 2010
152.330	56579.322	3.510	-0.350	Zachos et al., 2010
152.360	56581.780	3.430	-0.550	Zachos et al., 2010
152.390	56584.239	3.540	-0.420	Zachos et al., 2010
152.420	56586.698	3.440	-0.550	Zachos et al., 2010
152.450	56589.156	3.530	-0.360	Zachos et al., 2010
152.480	56591.615	3.560	-0.490	Zachos et al., 2010
152.510	56594.073	3.510	-0.480	Zachos et al., 2010
152.540	56596.532	3.530	-0.330	Zachos et al., 2010
152.570	56598.990	3.480	-0.450	Zachos et al., 2010
152.600	56601.449	3.520	-0.480	Zachos et al., 2010
152.630	56603.907	3.420	-0.480	Zachos et al., 2010
152.660	56606.366	3.460	-0.310	Zachos et al., 2010
152.690	56608.824	3.560	-0.250	Zachos et al., 2010
152.720	56611.283	3.590	-0.250	Zachos et al., 2010
152.750	56613.741	3.560	-0.340	Zachos et al., 2010
152.780	56616.200	3.670	-0.080	Zachos et al., 2010
152.810	56618.659	3.640	-0.230	Zachos et al., 2010
152.840	56621.117	3.610	-0.290	Zachos et al., 2010
152.870	56623.576	3.600	-0.290	Zachos et al., 2010
152.900	56626.034	3.600	-0.300	Zachos et al., 2010
152.930	56628.493	3.620	-0.330	Zachos et al., 2010
152.960	56630.951	3.660	-0.300	Zachos et al., 2010
152.990	56633.410	3.650	-0.340	Zachos et al., 2010
153.020	56635.868	3.690	-0.290	Zachos et al., 2010
153.050	56638.327	3.680	-0.350	Zachos et al., 2010
153.080	56640.785	3.700	-0.240	Zachos et al., 2010
153.110	56643.244	3.640	-0.450	Zachos et al., 2010
153.140	56645.702	3.630	-0.400	Zachos et al., 2010
153.170	56648.161	3.640	-0.500	Zachos et al., 2010
153.200	56650.620	3.670	-0.310	Zachos et al., 2010
153.230	56653.078	3.660	-0.310	Zachos et al., 2010
153.260	56655.537	3.710	-0.240	Zachos et al., 2010
153.290	56657.995	3.690	-0.150	Zachos et al., 2010
153.320	56660.454	3.700	-0.220	Zachos et al., 2010
153.350	56662.912	3.690	-0.240	Zachos et al., 2010
153.380	56665.371	3.710	-0.290	Zachos et al., 2010
153.410	56667.829	3.660	-0.260	Zachos et al., 2010
153.440	56670.288	3.660	-0.290	Zachos et al., 2010
153.470	56672.746	3.580	-0.350	Zachos et al., 2010
153.500	56675.205	3.660	-0.260	Zachos et al., 2010
153.530	56677.663	3.570	-0.340	Zachos et al., 2010
153.560	56680.122	3.560	-0.370	Zachos et al., 2010
153.590	56682.580	3.560	-0.370	Zachos et al., 2010
153.620	56685.039	3.460	-0.410	Zachos et al., 2010
153.650	56687.498	3.500	-0.310	Zachos et al., 2010
153.680	56689.956	3.510	-0.380	Zachos et al., 2010
153.710	56692.415	3.480	-0.510	Zachos et al., 2010
153.740	56694.873	3.470	-0.460	Zachos et al., 2010
153.770	56697.332	3.420	-0.490	Zachos et al., 2010
153.800	56699.790	3.480	-0.360	Zachos et al., 2010
153.830	56702.249	3.500	-0.340	Zachos et al., 2010
153.860	56704.707	3.570	-0.320	Zachos et al., 2010
153.890	56707.166	3.560	-0.390	Zachos et al., 2010
153.920	56709.624	3.540	-0.410	Zachos et al., 2010
153.950	56712.083	3.500	-0.410	Zachos et al., 2010
153.980	56714.541	3.420	-0.570	Zachos et al., 2010
154.010	56717.000	3.370	-0.590	Zachos et al., 2010
154.040	56719.127	3.400	-0.560	Zachos et al., 2010
154.070	56721.253	3.410	-0.570	Zachos et al., 2010
154.100	56723.380	3.430	-0.540	Zachos et al., 2010
154.130	56725.506	3.490	-0.550	Zachos et al., 2010
154.160	56727.633	3.470	-0.510	Zachos et al., 2010
154.190	56729.759	3.410	-0.560	Zachos et al., 2010
154.220	56731.886	3.410	-0.600	Zachos et al., 2010
154.250	56734.013	3.360	-0.640	Zachos et al., 2010
154.280	56736.139	3.350	-0.610	Zachos et al., 2010
154.310	56738.266	3.380	-0.650	Zachos et al., 2010
154.340	56740.392	3.430	-0.640	Zachos et al., 2010
154.370	56742.519	3.520	-0.510	Zachos et al., 2010
154.400	56744.646	3.520	-0.510	Zachos et al., 2010
154.430	56746.772	3.530	-0.480	Zachos et al., 2010
154.460	56748.899	3.560	-0.500	Zachos et al., 2010
154.490	56751.025	3.520	-0.510	Zachos et al., 2010
154.520	56753.152	3.500	-0.630	Zachos et al., 2010
154.550	56755.278	3.500	-0.640	Zachos et al., 2010
154.580	56757.405	3.480	-0.650	Zachos et al., 2010
154.610	56759.532	3.480	-0.690	Zachos et al., 2010
154.640	56761.658	3.490	-0.660	Zachos et al., 2010
154.670	56763.785	3.500	-0.560	Zachos et al., 2010
154.700	56765.911	3.530	-0.510	Zachos et al., 2010
154.730	56768.038	3.560	-0.570	Zachos et al., 2010
154.760	56770.165	3.530	-0.530	Zachos et al., 2010
154.790	56772.291	3.580	-0.510	Zachos et al., 2010
154.820	56774.418	3.550	-0.510	Zachos et al., 2010
154.850	56776.544	3.520	-0.540	Zachos et al., 2010
154.880	56778.671	3.520	-0.530	Zachos et al., 2010
154.910	56780.797	3.480	-0.520	Zachos et al., 2010
154.940	56782.924	3.410	-0.600	Zachos et al., 2010
154.970	56785.051	3.450	-0.460	Zachos et al., 2010
155.000	56787.177	3.380	-0.420	Zachos et al., 2010
155.030	56789.304	3.390	-0.460	Zachos et al., 2010
155.060	56791.430	3.400	-0.450	Zachos et al., 2010
155.090	56793.557	3.420	-0.410	Zachos et al., 2010
155.120	56795.684	3.390	-0.410	Zachos et al., 2010
155.150	56797.810	3.410	-0.410	Zachos et al., 2010
155.180	56799.937	3.370	-0.410	Zachos et al., 2010
155.210	56802.063	3.320	-0.480	Zachos et al., 2010
155.240	56804.190	3.210	-0.600	Zachos et al., 2010
155.270	56806.316	3.230	-0.580	Zachos et al., 2010
155.300	56808.443	3.030	-0.710	Zachos et al., 2010
155.330	56810.570	3.030	-0.690	Zachos et al., 2010
155.340	56811.278	3.210	-0.460	Zachos et al., 2010
155.360	56812.696	3.130	-0.650	Zachos et al., 2010
155.370	56813.405	3.120	-0.540	Zachos et al., 2010
155.390	56814.823	3.140	-0.440	Zachos et al., 2010
155.400	56815.532	3.130	-0.590	Zachos et al., 2010
155.420	56816.949	3.160	-0.670	Zachos et al., 2010
155.430	56817.658	3.240	-0.440	Zachos et al., 2010
155.450	56819.076	3.180	-0.580	Zachos et al., 2010
155.460	56819.785	3.210	-0.380	Zachos et al., 2010
155.480	56821.203	3.180	-0.630	Zachos et al., 2010
155.490	56821.911	3.200	-0.430	Zachos et al., 2010
155.510	56823.329	3.070	-0.490	Zachos et al., 2010
155.510	56823.329	3.250	-0.370	Zachos et al., 2010
155.540	56825.456	3.230	-0.430	Zachos et al., 2010
155.570	56827.582	3.060	-0.530	Zachos et al., 2010
155.600	56829.747	3.190	-0.470	Zachos et al., 2010
155.630	56831.987	3.130	-0.570	Zachos et al., 2010
155.660	56834.227	3.120	-0.520	Zachos et al., 2010
155.700	56837.213	3.170	-0.470	Zachos et al., 2010
155.730	56839.453	3.310	-0.410	Zachos et al., 2010
155.760	56841.693	3.390	-0.380	Zachos et al., 2010
155.790	56843.933	3.390	-0.290	Zachos et al., 2010
155.820	56846.173	3.250	-0.380	Zachos et al., 2010
155.850	56848.413	3.240	-0.390	Zachos et al., 2010
155.880	56850.653	3.220	-0.400	Zachos et al., 2010
155.900	56852.147	3.250	-0.370	Zachos et al., 2010
155.930	56854.387	3.280	-0.450	Zachos et al., 2010
155.960	56856.627	3.410	-0.380	Zachos et al., 2010
155.990	56858.867	3.220	-0.480	Zachos et al., 2010
156.020	56861.107	3.270	-0.460	Zachos et al., 2010
156.050	56863.347	3.540	-0.340	Zachos et al., 2010
156.090	56866.333	3.490	-0.540	Zachos et al., 2010
156.120	56868.573	3.590	-0.320	Zachos et al., 2010
156.150	56870.813	3.580	-0.440	Zachos et al., 2010
156.180	56873.053	3.570	-0.320	Zachos et al., 2010
156.210	56875.293	3.620	-0.310	Zachos et al., 2010
156.240	56877.533	3.600	-0.300	Zachos et al., 2010
156.260	56879.027	3.430	-0.350	Zachos et al., 2010
156.290	56881.267	3.470	-0.380	Zachos et al., 2010
156.320	56883.507	3.500	-0.340	Zachos et al., 2010
156.350	56885.747	3.250	-0.750	Zachos et al., 2010
156.380	56887.987	3.520	-0.190	Zachos et al., 2010
156.410	56890.227	3.520	-0.200	Zachos et al., 2010
156.450	56893.213	3.560	-0.150	Zachos et al., 2010
156.480	56895.453	3.460	-0.290	Zachos et al., 2010
156.510	56897.693	3.510	-0.230	Zachos et al., 2010
156.540	56899.933	3.460	-0.260	Zachos et al., 2010
156.570	56902.173	3.440	-0.370	Zachos et al., 2010
156.600	56904.413	3.440	-0.340	Zachos et al., 2010
156.620	56905.907	3.360	-0.540	Zachos et al., 2010
156.650	56908.147	3.440	-0.350	Zachos et al., 2010
156.680	56910.387	3.370	-0.410	Zachos et al., 2010
156.710	56912.627	3.430	-0.260	Zachos et al., 2010
156.740	56914.867	3.400	-0.360	Zachos et al., 2010
156.770	56917.107	3.400	-0.400	Zachos et al., 2010
156.840	56922.333	3.320	-0.470	Zachos et al., 2010
156.870	56924.573	3.280	-0.500	Zachos et al., 2010
156.900	56926.813	3.370	-0.310	Zachos et al., 2010
156.930	56929.053	3.300	-0.410	Zachos et al., 2010
156.960	56931.293	3.300	-0.340	Zachos et al., 2010
156.990	56933.533	3.370	-0.350	Zachos et al., 2010
157.010	56935.027	3.380	-0.290	Zachos et al., 2010
157.040	56937.267	3.370	-0.390	Zachos et al., 2010
157.070	56939.507	3.340	-0.410	Zachos et al., 2010
157.100	56942.070	3.360	-0.250	Zachos et al., 2010
157.130	56945.280	3.380	-0.510	Zachos et al., 2010
157.160	56948.490	3.410	-0.500	Zachos et al., 2010
157.200	56952.771	3.550	-0.310	Zachos et al., 2010
157.230	56955.981	3.540	-0.360	Zachos et al., 2010
157.260	56959.191	3.510	-0.460	Zachos et al., 2010
157.290	56962.401	3.570	-0.390	Zachos et al., 2010
157.320	56965.611	3.670	-0.290	Zachos et al., 2010
157.350	56968.822	3.590	-0.250	Zachos et al., 2010
157.380	56972.032	3.520	-0.370	Zachos et al., 2010
157.430	56977.382	3.760	-0.210	Zachos et al., 2010
157.460	56980.592	3.730	-0.230	Zachos et al., 2010
157.490	56983.803	3.710	-0.230	Zachos et al., 2010
157.710	57007.344	3.738	-0.115	Zachos et al., 2010
157.740	57010.554	3.750	-0.220	Zachos et al., 2010
157.760	57012.694	3.740	-0.220	Zachos et al., 2010
157.790	57015.904	3.770	-0.210	Zachos et al., 2010
157.820	57019.115	3.770	-0.150	Zachos et al., 2010
157.850	57022.325	3.782	-0.126	Zachos et al., 2010
157.880	57025.535	3.700	-0.260	Zachos et al., 2010
157.910	57028.745	3.810	-0.120	Zachos et al., 2010
157.950	57033.025	3.730	-0.230	Zachos et al., 2010
157.980	57036.236	3.730	-0.130	Zachos et al., 2010
158.010	57039.446	3.740	-0.140	Zachos et al., 2010
158.040	57042.656	3.710	-0.150	Zachos et al., 2010
158.070	57045.866	3.720	-0.260	Zachos et al., 2010
158.100	57049.076	3.710	-0.210	Zachos et al., 2010
158.120	57051.217	3.740	-0.150	Zachos et al., 2010
158.150	57054.427	3.730	-0.150	Zachos et al., 2010
158.180	57057.637	3.740	-0.030	Zachos et al., 2010
158.210	57060.847	3.690	-0.250	Zachos et al., 2010
158.240	57064.057	3.660	-0.170	Zachos et al., 2010
158.270	57067.268	3.690	-0.120	Zachos et al., 2010
158.300	57070.478	3.630	-0.140	Zachos et al., 2010
158.340	57074.758	3.670	-0.160	Zachos et al., 2010
158.370	57077.968	3.200	-0.220	Zachos et al., 2010
158.400	57081.178	3.670	-0.200	Zachos et al., 2010
158.430	57084.389	3.620	-0.170	Zachos et al., 2010
158.460	57087.599	3.570	-0.150	Zachos et al., 2010
158.490	57090.809	3.550	-0.290	Zachos et al., 2010
158.510	57092.949	3.470	-0.460	Zachos et al., 2010
158.570	57099.369	3.580	-0.230	Zachos et al., 2010
158.600	57102.580	3.610	-0.260	Zachos et al., 2010
158.630	57105.790	3.660	-0.330	Zachos et al., 2010
158.660	57109.000	3.630	-0.380	Zachos et al., 2010
158.700	57113.000	3.580	-0.310	Zachos et al., 2010
158.730	57116.000	3.510	-0.350	Zachos et al., 2010
158.760	57119.000	3.620	-0.300	Zachos et al., 2010
158.790	57122.000	3.600	-0.300	Zachos et al., 2010
158.820	57125.000	3.670	-0.220	Zachos et al., 2010
158.850	57128.000	3.670	-0.180	Zachos et al., 2010
158.880	57131.000	3.720	-0.150	Zachos et al., 2010
158.900	57133.000	3.670	-0.220	Zachos et al., 2010
158.930	57136.000	3.710	-0.300	Zachos et al., 2010
158.960	57139.000	3.678	-0.431	Littler et al., 2014 (MARUM)
158.960	57139.000	3.710	-0.260	Zachos et al., 2010
158.990	57142.000	3.681	-0.446	Littler et al., 2014 (MARUM)
158.990	57142.000	3.710	-0.300	Zachos et al., 2010
159.020	57145.000	3.731	-0.411	Littler et al., 2014 (MARUM)
159.020	57145.000	3.770	-0.260	Zachos et al., 2010
159.050	57148.000	3.776	-0.304	Littler et al., 2014 (MARUM)
159.050	57148.000	3.770	-0.160	Zachos et al., 2010
159.080	57151.000	3.720	-0.349	Littler et al., 2014 (MARUM)
159.090	57152.000	3.790	-0.180	Zachos et al., 2010
159.110	57154.000	3.738	-0.342	Littler et al., 2014 (MARUM)
159.140	57157.000	3.742	-0.325	Littler et al., 2014 (MARUM)
159.180	57161.000	3.702	-0.423	Littler et al., 2014 (MARUM)
159.210	57164.000	3.660	-0.269	Littler et al., 2014 (MARUM)
159.240	57167.000	3.629	-0.433	Littler et al., 2014 (MARUM)
159.270	57170.000	3.685	-0.392	Littler et al., 2014 (MARUM)
159.300	57173.000	3.729	-0.375	Littler et al., 2014 (MARUM)
159.330	57176.000	3.688	-0.421	Littler et al., 2014 (MARUM)
159.360	57179.000	3.722	-0.328	Littler et al., 2014 (MARUM)
159.390	57182.000	3.735	-0.350	Littler et al., 2014 (MARUM)
159.420	57185.000	3.755	-0.323	Littler et al., 2014 (MARUM)
159.450	57188.000	3.791	-0.419	Littler et al., 2014 (MARUM)
159.480	57191.000	3.694	-0.385	Littler et al., 2014 (MARUM)
159.510	57194.000	3.707	-0.379	Littler et al., 2014 (MARUM)
159.540	57197.000	3.631	-0.396	Littler et al., 2014 (MARUM)
159.570	57200.000	3.679	-0.325	Littler et al., 2014 (MARUM)
159.600	57203.000	3.605	-0.409	Littler et al., 2014 (MARUM)
159.630	57206.000	3.669	-0.344	Littler et al., 2014 (MARUM)
159.660	57209.000	3.595	-0.375	Littler et al., 2014 (MARUM)
159.690	57212.000	3.482	-0.523	Littler et al., 2014 (MARUM)
159.720	57215.000	3.566	-0.391	Littler et al., 2014 (MARUM)
159.750	57218.000	3.356	-0.612	Littler et al., 2014 (MARUM)
159.780	57221.000	3.443	-0.606	Littler et al., 2014 (MARUM)
159.810	57223.872	3.214	-0.898	Littler et al., 2014 (MARUM)
159.840	57226.681	3.429	-0.672	Littler et al., 2014 (MARUM)
159.870	57229.489	3.540	-0.542	Littler et al., 2014 (MARUM)
159.900	57232.298	3.699	-0.444	Littler et al., 2014 (MARUM)
159.930	57235.106	3.704	-0.436	Littler et al., 2014 (MARUM)
159.940	57236.043	3.646	-0.462	Littler et al., 2014 (MARUM)
159.970	57238.851	3.627	-0.561	Littler et al., 2014 (MARUM)
160.000	57241.660	3.578	-0.467	Littler et al., 2014 (MARUM)
160.030	57244.468	3.541	-0.520	Littler et al., 2014 (MARUM)
160.060	57247.277	3.556	-0.520	Littler et al., 2014 (MARUM)
160.090	57250.085	3.584	-0.494	Littler et al., 2014 (MARUM)
160.120	57252.894	3.613	-0.443	Littler et al., 2014 (MARUM)
160.150	57255.702	3.485	-0.447	Littler et al., 2014 (MARUM)
160.180	57258.511	3.556	-0.496	Littler et al., 2014 (MARUM)
160.210	57261.319	3.567	-0.510	Littler et al., 2014 (MARUM)
160.240	57264.128	3.576	-0.530	Littler et al., 2014 (MARUM)
160.270	57266.936	3.598	-0.513	Littler et al., 2014 (MARUM)
160.300	57269.745	3.701	-0.481	Littler et al., 2014 (MARUM)
160.330	57272.553	3.673	-0.366	Littler et al., 2014 (MARUM)
160.360	57275.362	3.738	-0.500	Littler et al., 2014 (MARUM)
160.390	57278.170	3.726	-0.482	Littler et al., 2014 (MARUM)
160.420	57280.979	3.701	-0.497	Littler et al., 2014 (MARUM)
160.450	57283.787	3.703	-0.551	Littler et al., 2014 (MARUM)
160.480	57286.596	3.659	-0.588	Littler et al., 2014 (MARUM)
160.510	57289.404	3.651	-0.572	Littler et al., 2014 (MARUM)
160.540	57292.213	3.687	-0.612	Littler et al., 2014 (MARUM)
160.570	57295.021	3.764	-0.557	Littler et al., 2014 (MARUM)
160.600	57297.830	3.799	-0.578	Littler et al., 2014 (MARUM)
160.630	57300.638	3.733	-0.530	Littler et al., 2014 (MARUM)
160.660	57303.447	3.715	-0.589	Littler et al., 2014 (MARUM)
160.690	57306.255	3.732	-0.546	Littler et al., 2014 (MARUM)
160.720	57309.064	3.734	-0.574	Littler et al., 2014 (MARUM)
160.750	57311.872	3.691	-0.536	Littler et al., 2014 (MARUM)
160.780	57314.681	3.661	-0.615	Littler et al., 2014 (MARUM)
160.810	57317.489	3.657	-0.614	Littler et al., 2014 (MARUM)
160.840	57320.298	3.622	-0.595	Littler et al., 2014 (MARUM)
160.870	57323.106	3.648	-0.576	Littler et al., 2014 (MARUM)
160.900	57325.915	3.604	-0.678	Littler et al., 2014 (MARUM)
160.930	57328.723	3.568	-0.717	Littler et al., 2014 (MARUM)
160.990	57334.340	3.530	-0.778	Littler et al., 2014 (MARUM)
161.020	57337.149	3.556	-0.718	Littler et al., 2014 (MARUM)
161.050	57339.957	3.706	-0.653	Littler et al., 2014 (MARUM)
161.080	57342.766	3.707	-0.642	Littler et al., 2014 (MARUM)
161.110	57345.574	3.832	-0.515	Littler et al., 2014 (MARUM)
161.140	57348.383	3.815	-0.480	Littler et al., 2014 (MARUM)
161.170	57351.191	3.932	-0.446	Littler et al., 2014 (MARUM)
161.200	57354.000	3.876	-0.464	Littler et al., 2014 (MARUM)
161.230	57356.424	3.939	-0.439	Littler et al., 2014 (MARUM)
161.260	57358.848	3.840	-0.539	Littler et al., 2014 (MARUM)
161.290	57361.272	3.810	-0.543	Littler et al., 2014 (MARUM)
161.320	57363.697	3.822	-0.516	Littler et al., 2014 (MARUM)
161.350	57366.121	3.768	-0.512	Littler et al., 2014 (MARUM)
161.380	57368.545	3.816	-0.504	Littler et al., 2014 (MARUM)
161.410	57370.969	3.798	-0.509	Littler et al., 2014 (MARUM)
161.440	57373.393	3.794	-0.517	Littler et al., 2014 (MARUM)
161.470	57375.817	3.801	-0.512	Littler et al., 2014 (MARUM)
161.500	57378.241	3.646	-0.555	Littler et al., 2014 (MARUM)
161.530	57380.666	3.734	-0.528	Littler et al., 2014 (MARUM)
161.560	57383.090	3.711	-0.571	Littler et al., 2014 (MARUM)
161.590	57385.514	3.728	-0.574	Littler et al., 2014 (MARUM)
161.620	57387.938	3.837	-0.488	Littler et al., 2014 (MARUM)
161.650	57390.362	3.850	-0.536	Littler et al., 2014 (MARUM)
161.680	57392.786	3.817	-0.529	Littler et al., 2014 (MARUM)
161.710	57395.211	3.851	-0.484	Littler et al., 2014 (MARUM)
161.740	57397.635	3.903	-0.416	Littler et al., 2014 (MARUM)
161.770	57400.059	3.838	-0.453	Littler et al., 2014 (MARUM)
161.800	57402.483	3.854	-0.489	Littler et al., 2014 (MARUM)
161.830	57404.907	3.882	-0.473	Littler et al., 2014 (MARUM)
161.860	57407.331	3.916	-0.461	Littler et al., 2014 (MARUM)
161.890	57409.755	3.935	-0.476	Littler et al., 2014 (MARUM)
161.920	57412.180	3.893	-0.424	Littler et al., 2014 (MARUM)
161.950	57414.604	3.895	-0.423	Littler et al., 2014 (MARUM)
161.980	57417.028	3.777	-0.431	Littler et al., 2014 (MARUM)
162.010	57419.452	3.878	-0.388	Littler et al., 2014 (MARUM)
162.040	57421.876	3.857	-0.409	Littler et al., 2014 (MARUM)
162.070	57424.300	3.878	-0.399	Littler et al., 2014 (MARUM)
162.100	57426.724	3.819	-0.415	Littler et al., 2014 (MARUM)
162.130	57429.149	3.831	-0.411	Littler et al., 2014 (MARUM)
162.160	57431.573	3.873	-0.403	Littler et al., 2014 (MARUM)
162.190	57433.997	3.858	-0.396	Littler et al., 2014 (MARUM)
162.220	57436.421	3.889	-0.362	Littler et al., 2014 (MARUM)
162.250	57438.845	3.869	-0.361	Littler et al., 2014 (MARUM)
162.310	57443.693	3.883	-0.321	Littler et al., 2014 (MARUM)
162.370	57448.542	3.848	-0.358	Littler et al., 2014 (MARUM)
162.400	57450.966	3.831	-0.406	Littler et al., 2014 (MARUM)
162.430	57453.390	3.851	-0.392	Littler et al., 2014 (MARUM)
162.460	57455.814	3.855	-0.317	Littler et al., 2014 (MARUM)
162.490	57458.238	3.720	-0.429	Littler et al., 2014 (MARUM)
162.520	57460.663	3.841	-0.372	Littler et al., 2014 (MARUM)
162.550	57463.087	3.735	-0.425	Littler et al., 2014 (MARUM)
162.580	57465.511	3.764	-0.361	Littler et al., 2014 (MARUM)
162.610	57467.935	3.746	-0.386	Littler et al., 2014 (MARUM)
162.640	57470.359	3.751	-0.427	Littler et al., 2014 (MARUM)
162.670	57472.783	3.764	-0.409	Littler et al., 2014 (MARUM)
162.700	57475.207	3.788	-0.402	Littler et al., 2014 (MARUM)
162.730	57477.632	3.854	-0.360	Littler et al., 2014 (MARUM)
162.760	57480.056	3.789	-0.399	Littler et al., 2014 (MARUM)
162.790	57482.480	3.798	-0.436	Littler et al., 2014 (MARUM)
162.820	57484.904	3.732	-0.416	Littler et al., 2014 (MARUM)
162.850	57487.328	3.761	-0.432	Littler et al., 2014 (MARUM)
162.880	57489.752	3.840	-0.401	Littler et al., 2014 (MARUM)
162.910	57492.176	3.780	-0.392	Littler et al., 2014 (MARUM)
162.940	57494.601	3.758	-0.418	Littler et al., 2014 (MARUM)
162.970	57497.025	3.797	-0.350	Littler et al., 2014 (MARUM)
163.000	57499.449	3.810	-0.345	Littler et al., 2014 (MARUM)
163.030	57501.873	3.779	-0.349	Littler et al., 2014 (MARUM)
163.060	57504.297	3.844	-0.349	Littler et al., 2014 (MARUM)
163.090	57506.721	3.823	-0.357	Littler et al., 2014 (MARUM)
163.120	57509.146	3.794	-0.332	Littler et al., 2014 (MARUM)
163.150	57511.570	3.800	-0.388	Littler et al., 2014 (MARUM)
163.180	57513.994	3.801	-0.399	Littler et al., 2014 (MARUM)
163.210	57516.418	3.791	-0.384	Littler et al., 2014 (MARUM)
163.240	57518.842	3.758	-0.466	Littler et al., 2014 (MARUM)
163.270	57521.266	3.766	-0.406	Littler et al., 2014 (MARUM)
163.300	57523.690	3.754	-0.299	Littler et al., 2014 (MARUM)
163.330	57526.115	3.808	-0.393	Littler et al., 2014 (MARUM)
163.360	57528.539	3.807	-0.419	Littler et al., 2014 (MARUM)
163.390	57530.963	3.790	-0.400	Littler et al., 2014 (MARUM)
163.420	57533.387	3.836	-0.352	Littler et al., 2014 (MARUM)
163.450	57535.811	3.860	-0.439	Littler et al., 2014 (MARUM)
163.480	57538.235	3.866	-0.338	Littler et al., 2014 (MARUM)
163.510	57540.659	3.780	-0.319	Littler et al., 2014 (MARUM)
163.540	57543.084	3.808	-0.452	Littler et al., 2014 (MARUM)
163.570	57545.508	3.861	-0.371	Littler et al., 2014 (MARUM)
